Year,Month,Day,Home,Away,Hscore,Ascore,Outcome,HFGMade,HFGAtt,H3ptMade,H3ptAtt,HFTMade,HFTAtt,HOBoard,HDBoard,Hassist,Hsteal,Hblock,Hturnover,HPF,Aoutcome,AFGMade,AFGAtt,A3ptMade,A3ptAtt,AFTMade,AFTAtt,AOBoard,ADBoard,Aassist,Asteal,Ablock,Aturnover,APF,Bubble
2020,8,7,MEM,OKC,121,92,1,46,83,11,31,18,20,12,46,24,6,4,19,19,0,34,97,13,43,11,15,12,24,19,12,2,10,20,1
2020,8,7,BRK,SAC,119,106,1,42,86,17,40,18,28,7,37,30,9,3,9,23,0,38,89,12,40,18,24,13,37,19,3,4,15,26,1
2020,8,7,PHI,ORL,108,101,1,38,93,8,29,24,33,15,36,19,4,4,9,20,0,37,88,8,32,19,25,10,37,17,5,2,9,24,1
2020,8,8,POR,LAC,117,122,0,44,90,17,43,12,17,9,32,24,5,2,11,26,1,42,85,15,34,23,28,9,36,24,5,2,14,22,1
2020,8,8,DEN,UTA,134,132,1,51,108,9,37,23,30,12,40,29,10,5,11,24,0,47,105,22,55,16,22,15,36,34,6,4,22,30,1
2020,8,8,IND,LAL,116,111,1,44,84,15,33,13,14,7,35,25,12,4,20,21,0,42,100,13,39,14,19,15,29,20,13,6,15,16,1
2020,8,8,MIA,PHO,112,119,0,41,84,11,36,19,22,3,34,28,6,9,12,21,1,44,92,12,32,19,20,12,40,27,5,4,11,21,1
2020,8,9,OKC,WAS,121,103,1,43,84,18,39,17,22,8,35,25,7,3,12,18,0,38,92,9,36,18,22,13,31,23,6,3,15,18,1
2020,8,9,TOR,MEM,108,99,1,34,71,15,39,25,33,5,35,25,17,7,25,23,0,37,91,14,42,11,16,10,32,24,14,3,22,27,1
2020,8,9,NOP,SAS,113,122,0,42,96,12,30,17,22,16,32,30,5,5,19,26,1,40,89,11,28,31,32,15,36,22,12,6,17,27,1
2020,8,9,BOS,ORL,122,119,1,45,102,12,40,20,24,13,41,32,9,7,12,19,0,41,102,15,47,22,26,12,40,24,7,4,13,25,1
2020,8,9,POR,PHI,124,121,1,43,91,11,35,27,29,7,34,19,8,6,10,16,0,47,97,14,30,13,17,14,34,24,6,3,15,23,1
2020,8,10,PHO,OKC,128,101,1,42,89,17,34,27,29,12,41,29,11,7,19,23,0,35,90,13,39,18,21,8,32,24,10,2,19,23,1
2020,8,10,UTA,DAL,114,122,0,39,82,21,46,15,20,11,27,28,5,6,12,19,1,48,85,12,24,14,16,4,30,29,6,3,8,23,1
2020,8,10,MIL,TOR,106,114,0,33,84,14,43,26,35,11,38,25,4,6,19,21,1,42,97,12,40,18,26,16,39,24,11,6,13,27,1
2020,8,11,ORL,BRK,96,108,0,32,83,7,23,25,29,12,37,13,9,3,17,24,1,38,89,13,43,19,24,8,39,26,9,4,13,20,1
2020,8,11,SAS,HOU,123,105,1,46,93,13,32,18,20,9,50,28,10,5,22,20,0,36,89,14,48,19,21,4,33,18,14,3,18,19,1
2020,8,11,PHI,PHO,117,130,0,46,93,15,33,10,14,11,23,28,5,4,8,20,1,49,89,12,28,20,21,11,33,28,4,3,7,18,1
2020,8,11,MEM,BOS,107,122,0,35,89,7,29,30,38,14,30,26,8,4,8,15,1,44,86,16,37,18,23,10,36,29,7,7,12,27,1
2020,8,11,DAL,POR,131,134,0,42,81,20,44,27,33,5,32,28,4,5,17,23,1,46,98,15,38,27,29,12,36,18,9,3,8,31,1
2020,8,12,HOU,IND,104,108,0,32,86,16,57,24,28,6,43,20,8,6,20,20,1,40,100,11,31,17,22,12,42,25,15,7,14,25,1
2020,8,12,PHI,TOR,121,125,0,39,84,17,40,26,33,9,38,27,9,10,17,29,1,40,90,18,43,27,40,11,36,28,8,7,12,23,1
2020,8,13,BOS,WAS,90,96,0,35,88,8,35,12,14,13,38,22,8,7,18,19,1,34,88,10,26,18,24,18,38,22,11,6,18,19,1
2020,8,13,LAL,SAC,122,136,0,48,98,15,35,11,15,15,32,29,6,1,17,18,1,54,95,21,47,7,12,9,35,37,12,2,14,15,1
2020,8,13,PHO,DAL,128,102,1,49,89,14,34,16,21,7,38,34,6,4,5,14,0,39,89,8,26,16,19,11,32,17,3,4,11,18,1
2020,8,13,MEM,MIL,119,106,1,45,90,13,33,16,23,9,46,36,4,3,18,18,0,39,98,13,41,15,23,9,36,27,8,3,15,22,1
2020,8,13,UTA,SAS,118,112,1,47,101,15,46,9,10,12,31,25,7,5,8,23,0,39,79,10,20,24,36,9,35,24,4,8,15,20,1
2020,8,14,TOR,DEN,117,109,1,45,90,18,35,9,14,13,38,27,8,5,19,24,0,36,87,16,38,21,23,9,32,27,9,11,15,15,1
2020,8,14,IND,MIA,109,92,1,43,89,15,38,8,11,12,39,32,11,3,19,27,0,31,87,10,38,20,27,14,34,14,6,5,19,15,1
2020,8,14,LAC,OKC,107,103,1,34,85,12,37,27,39,12,49,23,10,2,20,22,0,38,106,14,44,13,22,11,37,18,5,6,16,29,1
2020,8,15,POR,MEM,126,122,1,38,84,15,40,35,41,9,30,20,12,7,13,19,0,45,92,14,25,18,22,12,37,30,5,6,18,25,1
2020,8,17,DEN,UTA,135,125,1,49,95,22,41,15,18,8,33,23,10,6,11,22,0,46,97,16,47,17,23,16,36,18,6,4,15,22,1
2020,8,17,TOR,BRK,134,110,1,40,85,22,44,32,33,9,38,26,4,6,11,22,0,43,92,13,42,11,16,9,36,33,4,2,14,29,1
2020,8,17,BOS,PHI,109,101,1,38,90,10,31,23,26,16,27,22,12,4,7,21,0,37,80,9,27,18,23,15,35,23,5,3,18,24,1
2020,8,18,MIL,ORL,110,122,0,39,90,14,42,18,28,11,36,28,6,3,16,19,1,44,89,16,41,18,19,4,44,29,6,2,15,26,1
2020,8,18,IND,MIA,101,113,0,36,76,10,24,19,22,7,30,22,7,4,13,23,1,40,81,13,35,20,25,6,29,22,8,7,9,17,1
2020,8,18,HOU,OKC,123,108,1,43,89,20,52,17,19,4,32,25,4,1,7,26,0,37,84,13,35,21,25,7,39,22,2,3,12,20,1
2020,8,19,TOR,BRK,104,99,1,38,87,9,35,19,28,8,36,22,7,6,8,21,0,33,85,14,41,19,27,7,39,25,3,6,17,25,1
2020,8,19,DEN,UTA,105,124,0,37,81,13,27,18,23,13,28,22,1,4,10,19,1,45,87,20,44,14,17,11,25,32,5,7,6,18,1
2020,8,19,BOS,PHI,128,101,1,44,86,19,43,21,29,10,33,20,4,5,6,28,0,33,79,5,21,30,37,6,32,21,2,3,9,21,1
2020,8,20,IND,MIA,100,109,0,36,81,12,34,16,20,4,34,25,12,7,16,23,1,36,76,18,35,19,28,7,34,27,9,4,16,15,1
2020,8,20,HOU,OKC,111,98,1,38,91,19,56,16,18,11,30,21,8,3,7,19,0,35,79,11,32,17,19,8,40,15,2,4,13,19,1
2020,8,20,MIL,ORL,111,96,1,42,89,15,41,12,16,11,46,26,5,4,20,26,0,31,89,7,33,27,31,10,32,18,9,5,11,18,1
2020,8,21,BRK,TOR,92,117,0,30,90,16,51,16,22,9,33,24,8,4,13,14,1,46,91,18,38,7,11,8,48,35,8,4,14,21,1
2020,8,21,UTA,DEN,124,87,1,43,84,18,37,20,26,13,37,27,9,2,10,20,0,33,88,12,38,9,11,16,29,20,2,5,17,24,1
2020,8,21,PHI,BOS,94,102,0,28,95,9,39,29,34,20,37,14,6,7,12,19,1,36,87,8,31,22,24,3,42,15,7,8,10,23,1
2020,8,22,ORL,MIL,107,121,0,38,84,19,39,12,14,6,29,24,9,1,18,15,1,46,82,17,37,12,17,3,40,27,12,3,18,20,1
2020,8,22,MIA,IND,124,115,1,34,75,13,33,43,52,7,39,23,10,2,16,19,0,41,84,12,33,21,28,7,30,23,10,5,14,31,1
2020,8,22,OKC,HOU,119,107,1,41,92,14,41,23,34,7,47,20,8,6,15,21,0,38,92,15,50,16,23,4,42,14,9,6,16,27,1
2020,8,23,PHI,BOS,106,110,0,35,82,9,34,27,34,8,31,12,7,5,8,25,1,38,82,12,35,22,29,10,32,19,4,5,14,25,1
2020,8,23,DAL,LAC,135,133,1,52,104,13,36,18,24,11,43,20,7,5,11,24,0,45,97,14,38,29,32,8,33,19,7,5,9,23,1
2020,8,23,BRK,TOR,122,150,0,39,98,19,50,25,33,12,32,21,5,6,14,17,1,56,101,22,47,16,22,12,45,39,9,6,10,26,1
2020,8,24,ORL,MIL,106,121,0,36,87,18,45,16,20,5,38,26,7,6,16,23,1,45,91,17,41,14,21,8,41,29,7,5,12,19,1
2020,8,24,OKC,HOU,117,114,1,42,86,11,32,22,28,9,37,16,6,0,14,16,0,41,91,23,58,9,10,8,32,25,7,2,14,23,1
2020,8,24,MIA,IND,99,87,1,40,91,8,30,11,14,17,43,24,8,4,13,12,0,33,80,14,37,7,11,5,29,20,8,6,15,16,1
2020,8,25,DEN,UTA,117,107,1,43,85,16,35,15,16,5,33,22,4,5,9,18,0,39,78,16,34,13,16,4,31,23,7,3,15,20,1
2020,8,29,MIL,ORL,118,104,1,40,88,16,45,22,27,7,49,27,5,4,14,19,0,37,94,15,41,15,21,8,39,22,3,2,11,23,1
2020,8,29,HOU,OKC,114,80,1,43,100,19,48,9,14,10,45,28,12,3,11,23,0,29,92,7,46,15,23,15,43,11,3,8,18,12,1
2020,8,30,TOR,BOS,94,112,0,31,84,10,40,22,29,7,33,22,10,2,14,24,1,39,83,17,39,17,21,5,45,25,8,4,22,22,1
2020,8,30,DAL,LAC,97,111,0,38,90,11,37,10,17,8,34,20,5,3,12,15,1,44,91,11,29,12,13,8,44,22,8,2,13,21,1
2020,8,31,MIL,MIA,104,115,0,37,75,16,35,14,26,7,27,22,6,7,19,24,1,39,84,12,31,25,27,12,34,21,8,2,16,23,1
2020,9,1,TOR,BOS,99,102,0,36,90,11,40,16,19,7,34,25,10,7,12,19,1,32,76,15,38,23,25,4,40,18,6,9,17,20,1
2020,9,2,MIL,MIA,114,116,0,37,85,7,25,33,39,17,33,16,6,2,14,25,1,37,81,17,45,25,32,7,31,22,12,4,10,26,1
2020,9,3,BOS,TOR,103,104,0,39,83,9,29,16,21,7,37,21,6,7,14,16,1,41,88,13,40,9,16,6,33,23,7,5,13,20,1
2020,9,4,MIA,MIL,115,100,1,35,78,18,47,27,34,9,40,27,3,6,11,19,0,37,88,11,37,15,21,8,36,23,8,5,10,22,1
2020,9,5,BOS,TOR,93,100,0,33,75,7,35,20,27,6,39,18,6,2,14,20,1,34,86,17,44,15,19,8,33,23,4,5,12,21,1
2020,9,6,MIA,MIL,115,118,0,40,90,17,47,18,20,6,35,33,8,1,15,18,1,45,92,11,35,17,22,9,37,25,10,4,12,20,1
2020,9,7,TOR,BOS,89,111,0,33,85,12,40,11,13,10,26,19,8,5,13,24,1,38,77,11,34,24,27,4,41,23,5,6,11,19,1
2020,9,8,MIL,MIA,94,103,0,33,91,9,33,19,26,13,28,20,7,5,11,23,1,35,73,11,31,22,24,5,43,21,6,7,21,21,1
2020,9,9,BOS,TOR,122,125,0,44,100,19,46,15,18,14,44,32,5,4,15,25,1,44,101,19,47,18,25,8,38,22,10,8,12,26,1
2020,9,10,HOU,LAL,100,110,0,28,65,14,33,30,39,1,25,24,10,6,16,21,1,43,88,9,30,15,16,12,40,30,9,4,16,27,1
2020,9,11,LAC,DEN,105,111,0,37,88,16,42,15,17,10,31,22,6,5,9,22,1,39,81,12,27,21,25,6,38,20,7,5,11,22,1
2020,9,13,DEN,LAC,111,98,1,40,74,12,25,19,27,6,35,26,8,3,14,18,0,32,78,10,27,24,27,9,28,20,10,4,13,22,1
2020,9,15,BOS,MIA,114,117,0,39,88,15,42,21,23,6,31,24,9,6,10,25,1,40,85,16,36,21,28,7,34,32,6,6,12,23,1
2020,9,17,BOS,MIA,101,106,0,36,72,10,28,19,24,6,35,19,5,3,20,22,1,40,90,14,43,12,14,11,27,27,11,2,9,19,1
2020,9,20,LAL,DEN,105,103,1,37,83,13,36,18,19,13,31,23,9,7,23,30,0,35,74,8,24,25,33,7,24,22,12,4,19,22,1
2020,9,27,MIA,BOS,125,113,1,45,80,13,27,22,26,2,38,30,6,2,12,13,0,43,99,15,46,12,15,13,29,26,7,2,10,21,1
